company_name,trade,ownership_type,ownership_confidence,parent_company_or_notes,city,county,zip,address,phone,website,google_rating,google_reviews,maps_services,license_types,license_type_labels,license_numbers,active_license_count,qualifying_agents_or_licensees,latest_expiration_seen,enrichment_source,data_source
"FERLITA & SON PLUMBING, INC.",Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Tampa,Hillsborough,33614,"8023 N Clark Ave, Tampa, FL, 33614",,,,,,CFC,Certified Plumbing Contractor,CFC1431070,1,"FERLITA, ANGELO WILLIAM",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
FERNANDEZ & SONS PLUMBING INC,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Tampa,Hillsborough,33604,"7910 N Packwood Ave, Tampa, FL, 33604",,,,,,CFC,Certified Plumbing Contractor,CFC1426301,1,"FERNANDEZ, OCTAVIO",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
FERRO & SON SERVICES LLC,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Tampa,Hillsborough,33625,"11624 Meadowdale Dr, Tampa, FL, 33625",,,,,,CFC,Certified Plumbing Contractor,CFC1430451; CFC1431650,2,"BELLO, MAILY; GILKEY, GARRETT",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"FONTANA BROTHERS HEATING & AIR CONDITIONING, LLC",HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Tampa,Hillsborough,33634,"7517 Rustic Dr, Tampa, FL, 33634",,,,,,CAC,Certified Air Conditioning Contractor,CAC1817303,1,"FONTANA, PATRICK CHRISTIAN",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
MILLERMAN & SONS HEATING & COOLING LLC,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Plant City,Hillsborough,33567,"727  Swilley Loop, Plant City, FL, 33567",,,,,,CAC,Certified Air Conditioning Contractor,CAC058383,1,"MILLER, FRANCIS JOSEPH",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
NO SWEAT FATHER & SON HEATING AND COOLING LLC,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Tampa,Hillsborough,33607,"2126 W St. Joseph St, Tampa, FL, 33607",,,,,,CAC,Certified Air Conditioning Contractor,CAC1823625,1,"PEREZ, YAMIAN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ROMAN & SONS AC LLC,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Tampa,Hillsborough,33629,"3605 South Grady Avenue, Tampa, FL, 33629",,,,,,CAC,Certified Air Conditioning Contractor,CAC033656,1,"ROMAN, JOHN A",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"TWO BROTHERS AIR AND HEAT,INC.",HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Brandon,Hillsborough,33511,"511 Charles Pl, Brandon, FL, 33511",,,,,,CAC,Certified Air Conditioning Contractor,CAC1819400,1,"SALVIA BETANCOURT, YORDANY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
DAVIS & SON'S PLUMBING,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Bonifay,Holmes,32425-7205,"2271 Hwy 2, Bonifay, FL, 32425-7205",,,,,,CFC,Certified Plumbing Contractor,CFC1425994,1,"DAVIS, JAMES LEE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
FATHER AND SON MECHANICAL LLC,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Sebastian,Indian River,32958,"407   Easy Street, Sebastian, FL, 32958",,,,,,CAC,Certified Air Conditioning Contractor,CAC1820958,1,"BOGARD, KENNETH G",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MAXWELL & SON INC,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Sebastian,Indian River,32958-3893,"920 Truman St, Sebastian, FL, 32958-3893",,,,,,CFC,Certified Plumbing Contractor,CFC026551,1,"MAXWELL, JAMES RICHARD",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MEEK & SONS PLUMBING INC,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Sebastian,Indian River,32958,"9615 Trade Center Dr, Sebastian, FL, 32958",,,,,,CFC,Certified Plumbing Contractor,CFC057372,1,"MEEK, DAVID WREN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
SEMBLER & SONS LLC,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Fellsmere,Indian River,32948,"13620 103Rd St, Fellsmere, FL, 32948",,,,,,CFC,Certified Plumbing Contractor,CFC1432516,1,"SEMBLER, ALLEN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"GRICE AND SON SEPTIC TANK SERVICES, INC.",Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Sneads,Jackson,32460,"7560 Old Us 90 Lane, Sneads, FL, 32460",,,,,,CFC,Certified Plumbing Contractor,CFC1433713,1,"GRICE, CRAIG INGRAM",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
DALY BROTHERS PLUMBING INC,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Tavares,Lake,32778,"3605 Meadow Green Dr., Tavares, FL, 32778",,,,,,CFC,Certified Plumbing Contractor,CFC057480,1,"DALY, JAMES WILLIAM",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
DUNSTAN & SON PLUMBING CO INC,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Leesburg,Lake,34748,"1127 West Main St, Leesburg, FL, 34748",,,,,,CFC,Certified Plumbing Contractor,CFC057100; CFC1434295,2,"HYLTON, GERALD ADRIAN JR; SNYDER, JOHN WILLIAM",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
KILEY & SONS INC,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Lady Lake,Lake,32159,"3015 Pine Grove Ln, Lady Lake, FL, 32159",,,,,,CFC,Certified Plumbing Contractor,CFC1426882,1,"KILEY, JOHN F",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
SANTOS & SONS AIR AND HEAT LLC,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Minneola,Lake,34715,"1122 Woods Landing Drive, Minneola, FL, 34715",,,,,,CAC,Certified Air Conditioning Contractor,CAC1822091,1,"KHAN, HARESH",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
SMITTY & SONS PLUMBING & CONSTRUCTION INC,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Sorrento,Lake,32776,"36720 Nashua Blvd, Sorrento, FL, 32776",,,,,,CFC,Certified Plumbing Contractor,CFC1426763,1,"SMITH, DAVID B.",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
A/C BROTHERS INC.,Mechanical,Family-Owned,Pattern match,Name/marketing indicates family ownership,Cape Coral,Lee,33993,"1215 Nw 2Nd St, Cape Coral, FL, 33993",,,,,,CMC,Certified Mechanical Contractor,CMC1250436,1,"VON BEHREN, KURT JOHN JR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ACREE PLUMBING AIR & ELECTRIC,Plumbing + HVAC,Family-Owned,Pattern match,"Acree Plumbing, Air & Electric — long-standing Florida family brand",Bonita Springs,Lee,34134,"27751  Marina Pointe Drive, Bonita Springs, FL, 34134",(813) 324-1661,trustacree.com,4.6,10873,"HVAC contractor, Air conditioning contractor, Air conditioning repair service, Air duct cleaning service, Electrician, Furnace repair service, Gasfitter, Heating contractor","CAC, CFC",Certified Air Conditioning Contractor; Certified Plumbing Contractor,CAC050424; CAC1819746; CFC1430228,3,"LUKE, PAUL B; TRINO, VICTOR ANTHONY; WATSON, LAURA LEE",08/31/2028,data/companies.json (Google Maps scrape),FL DBPR Construction License Extract (Current + Active)
"AIR REPAIR BY CARLSON & SON, INC",HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,North Fort Myers,Lee,33917,"20900  Huffmaster Road, North Fort Myers, FL, 33917",,,,,,CAC,Certified Air Conditioning Contractor,CAC1818278,1,"KOZIOL, THOMAS J",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
AZTEC PLUMBING INC,Plumbing,Family-Owned,Pattern match,Aztec Plumbing — long-standing Tampa Bay independent,Cape Coral,Lee,33991,"11922 Prince Charles Ct., Cape Coral, FL, 33991",(239) 666-3900,www.aztecplumbing.net/service-area/fort-myers-fl,4.8,5997,Plumber,CFC,Certified Plumbing Contractor,CFC1427446,1,"TEDESCO, CHRISTOPHER",08/31/2028,data/companies.json (Google Maps scrape),FL DBPR Construction License Extract (Current + Active)
B N E BROTHERS HVAC INC,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Lehigh Acres,Lee,33971,"5209 6Th St W, Lehigh Acres, FL, 33971",,,,,,CAC,Certified Air Conditioning Contractor,CAC1822042,1,"DE LEON, JAVIER",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
BARBEE & SON GENERAL CONTRACTORS INC,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Fort Myers,Lee,33901,"1936 Grace Ave, Fort Myers, FL, 33901",,,,,,RF,Registered Plumbing Contractor,RF0036115,1,"BARBEE, JOSEPH E",08/31/2027,,FL DBPR Construction License Extract (Current + Active)
CAMIS BROTHERS HANDYMAN SERVICE LLC,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Alva,Lee,33920,"18250 Palm Beach Blvd, Alva, FL, 33920",,,,,,CFC,Certified Plumbing Contractor,CFC1430252,1,"CAMIS, DANNY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"CARRIGAN BROTHERS, LLC",Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Sanibel,Lee,33957,"6464 Pine Avenue, Sanibel, FL, 33957",,,,,,CFC,Certified Plumbing Contractor,CFC1425646,1,"CARRIGAN, JAMES MARCUS",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
CLYDE WHITE & SONS LLC,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Fort Myers,Lee,33901,"2130 Willard St, Fort Myers, FL, 33901",,,,,,CAC,Certified Air Conditioning Contractor,CAC1816957,1,"WHITE, DARREN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
COOLING BROTHERS LLC,Mechanical,Family-Owned,Pattern match,Name/marketing indicates family ownership,Fort Myers,Lee,33905,"3712 Trent St, Fort Myers, FL, 33905",,,,,,CMC,Certified Mechanical Contractor,CMC1251338,1,"BROWN, AARON",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
JANSSEN BROTHERS PLUMBING INC,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Cape Coral,Lee,33909,"1020 Ne 32Nd Lane, Cape Coral, FL, 33909",,,,,,CFC,Certified Plumbing Contractor,CFC057615,1,"JANSSEN, CHRISTOPHER SCOTT",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MABRY BROTHERS INC,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Fort Myers,Lee,33912,"5731 Halifax Avenue, Fort Myers, FL, 33912",,,,,,CAC,Certified Air Conditioning Contractor,CAC057681; CAC1823913,2,"CELIA, JAMES PATRICK; MABRY, MICHAEL WAYNE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"YOUNGQUIST BROTHERS, LLC",HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Fort Myers,Lee,33908,"15465 Pine Ridge Rd, Fort Myers, FL, 33908",,,,,,CAC,Certified Air Conditioning Contractor,CAC1819495,1,"YOUNGQUIST, HARVEY BRUCE JR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
CARLTON AND SONS LLC,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Tallahassee,Leon,32310-5772,"1622 Levy Avenue, Tallahassee, FL, 32310-5772",,,,,,CAC,Certified Air Conditioning Contractor,CAC1818028,1,"TINSON, CARLTON T",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
JIM MORRIS AND SON'S AIR CONDITIONING HEATING AND REFRIGERATION,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Tallahassee,Leon,32316,"Po Box 2294, Tallahassee, FL, 32316",,,,,,CAC,Certified Air Conditioning Contractor,CAC1814782,1,"MORRIS, JAMES ROY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
KELLY BROTHERS SHEET METAL INC,Mechanical,Family-Owned,Pattern match,Name/marketing indicates family ownership,Tallahassee,Leon,32312,"1428 Ox Bottom Road, Tallahassee, FL, 32312",,,,,,CMC,Certified Mechanical Contractor,CMC1249631,1,"KELLY, RONALD REUBEN JR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"PAUL & SON PLUMBING, LLC",Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Tallahassee,Leon,32317,"P. O. Box 16342, Tallahassee, FL, 32317",,,,,,CFC,Certified Plumbing Contractor,CFC057877,1,"OSTERBYE, PAUL DANIEL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"MEEKS & SONS PLUMBING SERVICE, LLC",Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Chiefland,Levy,32626,"5391 Nw 140 St, Chiefland, FL, 32626",,,,,,CFC,Certified Plumbing Contractor,CFC1426566,1,"MEEKS, RUSSELL S",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
LESTER D PLAIN & SON LLC,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Madison,Madison,32340,"2577 Ne State Road 6, Madison, FL, 32340",,,,,,CFC,Certified Plumbing Contractor,CFC1428693,1,"PLAIN, DANIEL LEE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"JIM MCDONALD & SONS HEATING AND COOLING, INC.",Plumbing + HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Parrish,Manatee,34219,"12911 50Th Ct E, Parrish, FL, 34219",,,,,,"CAC, CFC",Certified Air Conditioning Contractor; Certified Plumbing Contractor,CAC1821957; CFC1431911,2,"DONALDSON, JEREMY JOSEPH",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
LIBERTY BROTHERS HEATING & AIR LLC,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Parrish,Manatee,34219,"7806 Gilchrist Springs Dr, Parrish, FL, 34219",,,,,,CAC,Certified Air Conditioning Contractor,CAC1819083,1,"SMITH, IAN CHARLES JR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MARTINEZ AND SONS HEATING & COOLING LLC,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Bradenton,Manatee,34208,"1908 26Th Ave E., Bradenton, FL, 34208",,,,,,CAC,Certified Air Conditioning Contractor,CAC1822404,1,"DIAZ, ARMANDO ANDRES",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"PICARD & SONS PLUMBING, LLC",Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Bradenton,Manatee,34209,"8403 14Th Ave Nw, Bradenton, FL, 34209",(941) 773-1039,picardandsonsplumbing.com/contact/4473272,4.6,25,Plumber,CFC,Certified Plumbing Contractor,CFC1429324,1,"PICARD, JONATHAN ROGER",08/31/2028,data/companies.json (Google Maps scrape),FL DBPR Construction License Extract (Current + Active)
WALTER JAMES & SON PLUMBING LLC,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Palmetto,Manatee,34221,"1180 8Th Avenue West #420, Palmetto, FL, 34221",,,,,,CFC,Certified Plumbing Contractor,CFC1427816,1,"SHAMPINE, ROBERT R",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
AIR BROTHERS MECHANICAL LLC,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Ocala,Marion,34473,"15460 Southwest 34Th Court Road, Ocala, FL, 34473",,,,,,CAC,Certified Air Conditioning Contractor,CAC1823749,1,"AMOROSO, GIANCARLO G",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
JOHNSON BROTHERS PLUMBING INC.,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Ocala,Marion,34480,"5121 Se 38Th Street, Ocala, FL, 34480",,,,,,CFC,Certified Plumbing Contractor,CFC1431381; CFC1431382,2,"JOHNSON, AARON MD; JOHNSON, MARC",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
KILBURY & SON'S INC,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Citra,Marion,32113,"755 Ne 168 St, Citra, FL, 32113",,,,,,CAC,Certified Air Conditioning Contractor,CAC027340,1,"KILBURY, RICHARD A",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"MILLER AND SONS PLUMBING, INCORPORATED",Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Ocala,Marion,34474,"3700 Sw 7Th Street, Ocala, FL, 34474",,,,,,CFC,Certified Plumbing Contractor,CFC1429711,1,"MILLER, CLINTON J",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
KELLETT & SONS PLUMBING INC.,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Jensen Beach,Martin,34958,"Po Box 455, Jensen Beach, FL, 34958",,,,,,CFC,Certified Plumbing Contractor,CFC1429208,1,"KELLETT, JESSE RAYMOND",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
A&G BROTHERS PLUMB AND CONSTRUCTION LLC,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Miami,Miami-Dade,33135,"641 Sw 36 Ct, Miami, FL, 33135",,,,,,CFC,Certified Plumbing Contractor,CFC1433348,1,"RODRIGUEZ, JOSE JASSIR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ALBERTO AND SON,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Miami,Miami-Dade,33144-3539,"8319 Grand Canal Drive, Miami, FL, 33144-3539",,,,,,CAC,Certified Air Conditioning Contractor,CAC1819463,1,"HERNANDEZ, CESAR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
BEST BROTHERS SERVICES & REPAIRS INC,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Miami Gardens,Miami-Dade,33055,"20164 Nw 38Th Ave, Miami Gardens, FL, 33055",,,,,,CFC,Certified Plumbing Contractor,CFC1434418,1,"NODA OLIVA, MANUEL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"BROTHERS BACKFLOW SPECIALISTS, INC.",Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Miami,Miami-Dade,33155,"3824 Sw 79Th Avenue Unit # 116, Miami, FL, 33155",,,,,,CFC,Certified Plumbing Contractor,CFC1429905,1,"SANTANA, PEDRO M",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
DEL RIO & SON PLUMBING CORP,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Miami,Miami-Dade,33155,"8567 Coral Way # 437, Miami, FL, 33155",,,,,,CFC,Certified Plumbing Contractor,CFC1427828,1,"DEL RIO, EDELBERTO",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
GONZALEZ & SONS EQUIPMENT INC,Mechanical,Family-Owned,Pattern match,Name/marketing indicates family ownership,Hialeah,Miami-Dade,33018,"7555 W 35Th Avenue, Hialeah, FL, 33018",,,,,,CMC,Certified Mechanical Contractor,CMC057146,1,"CASTANEDA, JULIO C",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
HABER & SONS PLUMBING INC,Plumbing,Family-Owned,Pattern match,Name/marketing indicates family ownership,Miami,Miami-Dade,33142,"4106 Nw 37Th Ave, Miami, FL, 33142",,,,,,CFC,Certified Plumbing Contractor,CFC057165,1,"HABER, JOSE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"JO BROTHERS CONSTRUCTION & RESTORATION, INC",Plumbing + HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Miami,Miami-Dade,33147,"1775 Nw 76Th Terrace, Miami, FL, 33147",,,,,,"CFC, CMC",Certified Mechanical Contractor; Certified Plumbing Contractor,CFC1431163; CMC1251547,2,"ORTEZ, JAIME ANTONIO",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MORALES AND SON INC,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Miami Gardens,Miami-Dade,33054,"3400   Nw 151St Terrace, Miami Gardens, FL, 33054",,,,,,CAC,Certified Air Conditioning Contractor,CAC1818787,1,"MORALES, ANTONIO",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
NEL & SONS INC,HVAC,Family-Owned,Pattern match,Name/marketing indicates family ownership,Miami,Miami-Dade,33186,"13275 Sw 136Th St Bay 10, Miami, FL, 33186",,,,,,CAC,Certified Air Conditioning Contractor,CAC057645; CAC058224,2,"ANGULO, LAZARUS ANTHONY; ANGULO, NELSON",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
